"","c..Ifitm1....Fcgbp....Kng2....Krt6a....Anxa8....Sprr2f....Fxyd5..."
"1258","Gm13648"
"1259","Gm12286"
"1260","1700011H14Rik"
"1261","Gm16140"
"1262","Tmem147os"
"1263","Gm43442"
"1264","Fam69a"
"1265","4833423E24Rik"
"1266","Gm10184"
"1267","Fam212a"
"1268","Gm8439"
"1269","Gm26809"
"1270","Cma2"
"1271","Rfwd2"
"1272","Mpp6"
"1273","3110043O21Rik"
"1274","Gm10020"
"1275","Gm27636"
"1276","Gm9531"
"1277","Hn1l"
"1278","Gm13568"
"1279","Gm45051"
"1280","Fam46c"
"1281","Gm14322"
"1282","Zfp27"
"1283","Zfp943"
"1284","Fam220a"
"1285","1110003F10Rik"
"1286","Tmem55a"
"1287","B230118H07Rik"
"1288","Rps10-ps2"
"1289","Gm2260"
"1290","Trim30a"
"1291","Gm14202"
"1292","Gm5619"
"1293","Gzmb"
"1294","Gm7488"
"1295","C330022C24Rik"
"1296","Gm27252"
"1297","Olfr99"
"1298","Casc4"
"1299","Mrip-ps"
"1300","Gm43858"
"1301","Gm10644"
"1302","6430590A07Rik"
"1303","Gm13073"
"1304","Xcl1"
"1305","Gm8349"
"1306","Hist1h2bq"
"1307","4833407H14Rik"
"1308","Rn7sk"
"1309","Chchd4"
"1310","Tlr13"
"1311","Gm37277"
"1312","Gm38372"
"1313","Gm26944"
"1314","Gm38244"
"1315","Gm44390"
"1316","Gm20659"
"1317","Gm12999"
"1318","Gm44167"
"1319","Gm23245"
"1320","6430573P05Rik"
"1321","D930048N14Rik"
"1322","Ccdc142os"
"1323","Gm15663"
"1324","Gm36189"
"1325","Gm15971"
"1326","Pf4"
"1327","Mir1957b"
"1328","Gm11425"
"1329","Gm15137"
"1330","Gm28187"
"1331","Pnp2"
"1332","Prodh"
"1333","Gm44122"
"1334","Gm20492"
"1335","Pabpc1l2b-ps"
"1336","2010008C14Rik"
"1337","Gm26587"
"1338","Gm13680"
"1339","Gstm2"
"1340","4732416N19Rik"
"1341","Pcdhb18"
"1342","1700108F19Rik"
"1343","Gm17509"
"1344","3110035E14Rik"
"1345","Notch4"
"1346","Sept7"
"1347","Atp5g1"
"1348","E130114P18Rik"
"1349","Gm10762"
"1350","Gucy1a3"
"1351","Ctgf"
"1352","Ces1f"
"1353","Hspa1b"
"1354","Ccl1"
"1355","RP24-285L8.3"
"1356","Ermard"
"1357","TINCR"
"1358","Irgm2"
"1359","Gm6054"
"1360","Gm6472"
"1361","Ube4bos3"
"1362","Zfp763"
"1363","Zfp747"
"1364","Gm43582"
"1365","Rps16-ps2"
"1366","Gm42722"
"1367","Olfr543"
"1368","6720489N17Rik"
"1369","Gm17435"
"1370","Gm21814"
"1371","Gsta1"
"1372","Gm8719"
"1373","Gm44164"
"1374","Zfp870"
"1375","Rqcd1"
"1376","Qk"
"1377","Gm7984"
"1378","Sectm1b"
"1379","Gm13461"
"1380","Gm29668"
"1381","Gm42851"
"1382","Gm44036"
"1383","Gm5586"
"1384","Gm5830"
"1385","Atp5f1"
"1386","Gm44685"
"1387","Aph1b"
"1388","Phtf1os"
"1389","Gm12409"
"1390","Zcchc11"
"1391","Tsta3"
"1392","S100a7a"
"1393","Gm6297"
"1394","Gm15687"
"1395","Ear-ps2"
"1396","4930506C21Rik"
"1397","Gm10136"
"1398","Gm4262"
"1399","Kif16b"
"1400","RP24-63G4.14"
"1401","Eef2kmt"
"1402","Rps2-ps10"
"1403","Gm16172"
"1404","Gm24195"
"1405","Igkv12-98"
"1406","Mrfap1"
"1407","Dnm3os"
"1408","Rsph3a"
"1409","9230111E07Rik"
"1410","Gm16194"
"1411","Fam192a"
"1412","Gm15222"
"1413","4933404O12Rik"
"1414","Gm16587"
"1415","Gm44432"
"1416","Gm22767"
"1417","Gm23497"
"1418","Dhrs4"
"1419","Gm43375"
"1420","2210408F21Rik"
"1421","1700056E22Rik"
"1422","Gm43690"
"1423","Eif4a-ps4"
"1424","Gm15927"
"1425","Tmem57"
"1426","5330438D12Rik"
"1427","Gm28041"
"1428","Yy2"
"1429","Frmpd1os"
"1430","Actg-ps1"
"1431","Zfp952"
"1432","1700095J03Rik"
"1433","A530084C06Rik"
"1434","Gm6829"
"1435","Gm29157"
"1436","B230319C09Rik"
"1437","Gm15406"
"1438","4631405K08Rik"
"1439","Gm20342"
"1440","A630033H20Rik"
"1441","Gm43692"
"1442","Gm5837"
"1443","Gm4275"
"1444","Gm3604"
"1445","Gm16124"
"1446","Gm25630"
"1447","Gm8893"
"1448","Vdac3-ps1"
"1449","D7Bwg0826e"
"1450","Gm17119"
"1451","Lefty1"
"1452","Gm4875"
"1453","Gm13230"
"1454","Mug1"
"1455","Gm42672"
"1456","Gm12112"
"1457","5031425E22Rik"
"1458","Rpl10"
"1459","Gm6733"
"1460","Particl"
"1461","Slc13a2os"
"1462","Ms4a4a"
"1463","Rpl18"
"1464","Zfp58"
"1465","Igkv1-88"
"1466","Gm20634"
"1467","Gm8430"
"1468","Mettl2"
"1469","C230037L18Rik"
"1470","Gm42956"
"1471","Hist1h3f"
"1472","Rasa4"
"1473","Zfp959"
"1474","Gm42732"
"1475","Zfp111"
"1476","Rab26os"
"1477","Zfp81"
"1478","BC006965"
"1479","Rpl15-ps3"
"1480","Rabl2"
"1481","Gm15800"
"1482","H3f3b"
"1483","Gm42929"
"1484","Igkv1-117"
"1485","Gm15417"
"1486","Zfp40"
"1487","Pcdhb5"
"1488","Zfp931"
"1489","2810032G03Rik"
"1490","2900005J15Rik"
"1491","Ero1l"
"1492","Gm12481"
"1493","Gm45224"
"1494","Gm29667"
"1495","Ick"
"1496","Cd200r1"
"1497","Cdc14b"
"1498","Gm26651"
"1499","Bvht"
"1500","Atp8b5"
"1501","Marcksl1-ps4"
"1502","Fam178a"
"1503","AK010878"
"1504","BC023719"
"1505","Kdelc1"
"1506","Gm15567"
"1507","Gm10094"
"1508","Gm44706"
"1509","Gm42793"
"1510","BC100451"
"1511","RP23-179K7.3"
"1512","Rgag4"
"1513","Gm43962"
"1514","Gstm1"
"1515","Lppos"
"1516","Gm43703"
"1517","Gm10524"
"1518","Gm20274"
"1519","E230016M11Rik"
"1520","1110012L19Rik"
"1521","Gm15694"
"1522","Gm12070"
"1523","Igkv4-58"
"1524","Gm13204"
"1525","AC084391.1"
"1526","A230072C01Rik"
"1527","A230083G16Rik"
"1528","Fam84b"
"1529","Zfp781"
"1530","1110034G24Rik"
"1531","Gm26649"
"1532","Gm16144"
"1533","Chrna1os"
"1534","A330033J07Rik"
"1535","Gm28151"
"1536","Fam189a1"
"1537","Brcc3"
"1538","Gm43223"
"1539","Fopnl"
"1540","8430422M14Rik"
"1541","Pla2g16"
"1542","Gm11517"
"1543","2810408A11Rik"
"1544","Gm43196"
"1545","Gm26880"
"1546","Gm6565"
"1547","Ear1"
"1548","Has2os"
"1549","2010320M18Rik"
"1550","Gm11744"
"1551","Gm8116"
"1552","Tmem167b"
"1553","5930430L01Rik"
"1554","Gm7887"
"1555","Gm14440"
"1556","Gm5537"
"1557","Gm21982"
"1558","Gm14412"
"1559","Lrrc16a"
"1560","Gm10110"
"1561","Tmem261"
"1562","Gm10259"
"1563","Rnu5g"
"1564","Sept9"
"1565","Ighv2-9-1"
"1566","Gm6851"
"1567","Cyp4f13"
"1568","Trbc2"
"1569","Gulo"
"1570","4930522L14Rik"
"1571","Igkv4-57"
"1572","Fam132b"
"1573","Gm12346"
"1574","Gm2897"
"1575","Gm15640"
"1576","9330159M07Rik"
"1577","Arhgap27os1"
"1578","Cbx3-ps7"
"1579","Dynll1"
"1580","Gm13453"
"1581","Gm10138"
"1582","Gm9027"
"1583","Gm9775"
"1584","Apopt1"
"1585","5430419D17Rik"
"1586","Gm7327"
"1587","Ighd"
"1588","Hist1h2bc"
"1589","Ighv9-4"
"1590","Faim"
"1591","Ttc30a1"
"1592","Gm21983"
"1593","Gm23925"
"1594","Cwc22"
"1595","RP23-218K15.7"
"1596","Gm26040"
"1597","Mir3473g"
"1598","Gm12338"
"1599","Gm15452"
"1600","B230307C23Rik"
"1601","Gm38317"
"1602","Rpl19-ps1"
"1603","Trim34a"
"1604","Gm42979"
"1605","Smpd5"
"1606","RP23-383A10.9"
"1607","4930555A03Rik"
"1608","A430018G15Rik"
"1609","Rpl41"
"1610","Gm20632"
"1611","2810002D19Rik"
"1612","Gm44364"
"1613","Hist1h1a"
"1614","Glns-ps1"
"1615","Gm2274"
"1616","Higd2a"
"1617","Carkd"
"1618","Aim1"
"1619","Adrbk2"
"1620","Akr1b7"
"1621","Zfp729a"
"1622","9330154J02Rik"
"1623","Reep6"
"1624","Ddx39"
"1625","Mdrl"
"1626","5930412G12Rik"
"1627","Ube2l3"
"1628","A730015C16Rik"
"1629","3110052M02Rik"
"1630","AU022754"
"1631","9230114K14Rik"
"1632","Gm15265"
"1633","AC151602.15"
"1634","3110062M04Rik"
"1635","Gm25134"
"1636","Apoo-ps"
"1637","Adrbk1"
"1638","Ier3ip1"
"1639","Zfp932"
"1640","Rpl21-ps6"
"1641","Ifi203"
"1642","Slc2a3"
"1643","2610318N02Rik"
"1644","Arhgap27os2"
"1645","4831440E17Rik"
"1646","Gm15163"
"1647","Gm43081"
"1648","RP24-470M22.10"
"1649","Gm2962"
"1650","Sdccag3"
"1651","Gm37545"
"1652","RP23-328F3.4"
"1653","BC107364"
"1654","Fam19a1"
"1655","F730016J06Rik"
"1656","Gm43737"
"1657","A330040F15Rik"
"1658","Fam195a"
"1659","Vwa5a"
"1660","F730043M19Rik"
"1661","0610009O20Rik"
"1662","Arhgap27os3"
"1663","Ddx58"
"1664","Gm7846"
"1665","Rbm12"
"1666","A930015D03Rik"
"1667","Gpr137b-ps"
"1668","Gm7536"
"1669","Gm45233"
"1670","Gm21119"
"1671","Srsf2"
"1672","Gm12669"
"1673","Gm13053"
"1674","Gstt2"
"1675","Gm42937"
"1676","Gm11940"
"1677","C920025E04Rik"
"1678","3110045C21Rik"
"1679","Cpsf3l"
"1680","Gm26816"
"1681","Rpl34-ps2"
"1682","Gm11714"
"1683","Zfp52"
"1684","Frg1"
"1685","Gm8121"
"1686","Gm14681"
"1687","Gm10602"
"1688","Gm5898"
"1689","Gm12264"
"1690","RP23-385F3.2"
"1691","Gm14207"
"1692","Gm12161"
"1693","5430403G16Rik"
"1694","Art2a-ps"
"1695","Utp14a"
"1696","Rps13-ps4"
"1697","A630023A22Rik"
"1698","Zfp850"
"1699","Gm20388"
"1700","Gm19265"
"1701","Klk1b5"
"1702","Defb14"
"1703","Gm26779"
"1704","Sepn1"
"1705","Gm42600"
"1706","Zfp184"
"1707","Ighv3-6"
"1708","Clec2f"
"1709","Gm11536"
"1710","Gm26765"
"1711","2610203C20Rik"
"1712","Hist1h3e"
"1713","Gm2115"
"1714","Nudt16"
"1715","Gm17825"
"1716","Gm20541"
"1717","Gm16044"
"1718","Gm19557"
"1719","Tlr12"
"1720","Gm16277"
"1721","Tha1"
"1722","Fam155a"
"1723","Pcsk2os1"
"1724","2700046G09Rik"
"1725","Gm10222"
"1726","Adat3"
"1727","Gm8069"
"1728","Gm3837"
"1729","Gm13436"
"1730","Sssca1"
"1731","Gm10108"
"1732","4930556M19Rik"
"1733","Snhg14"
"1734","5930420M18Rik"
"1735","Gm7308"
"1736","Gm10603"
"1737","Gm15491"
"1738","1500012K07Rik"
"1739","1700008J07Rik"
"1740","C730034F03Rik"
"1741","Ngfrap1"
"1742","Gm16096"
"1743","Ctsl"
"1744","2610307P16Rik"
"1745","Ggnbp1"
"1746","Mt2"
"1747","Gm20633"
"1748","Gm32950"
"1749","Ighv1-55"
"1750","Gm11175"
"1751","Gm9484"
"1752","Gm43064"
"1753","Gm27477"
"1754","Gm23171"
"1755","Mir155hg"
"1756","Gm12231"
"1757","Zfp677"
"1758","Gm15816"
"1759","Gm9869"
"1760","Tpt1-ps5"
"1761","Zc3h11a"
"1762","4732491K20Rik"
"1763","Gm23458"
"1764","Rps15a-ps8"
"1765","Kpna2"
"1766","Gm8394"
"1767","Gm11353"
"1768","BC117090"
"1769","Snhg6"
"1770","Gm16617"
"1771","Igkv12-44"
"1772","Gm2885"
"1773","Gm28230"
"1774","Gm43809"
"1775","Gm5124"
"1776","5930409G06Rik"
"1777","Gm14091"
"1778","AV356131"
"1779","Gm25043"
"1780","Cers1"
"1781","Hist1h2bp"
"1782","Gm14421"
"1783","Gm42893"
"1784","Hmgb1-ps2"
"1785","1810026J23Rik"
"1786","Gm26826"
"1787","4930518I15Rik"
"1788","Gm10774"
"1789","Gm20538"
"1790","Gm15539"
"1791","Igkv8-30"
"1792","Slfn3"
"1793","Spr-ps1"
"1794","Gm17084"
"1795","Fcrl1"
"1796","Gm45140"
"1797","Cramp1l"
"1798","Igkv14-111"
"1799","Ighv1-71"
"1800","Snora41"
"1801","Gm23723"
"1802","Gm26387"
"1803","Igkv5-48"
"1804","Ccdc162"
"1805","Cadps"
"1806","RP23-146N20.3"
"1807","Olfr56"
"1808","9030617O03Rik"
"1809","Grin1os"
"1810","Gm42764"
"1811","Gm9939"
"1812","Ces2e"
"1813","Ppp2r3d"
"1814","Gm17052"
"1815","Tagap1"
"1816","Gm26808"
"1817","1700028J19Rik"
"1818","A730017L22Rik"
"1819","Gm17597"
"1820","A730011C13Rik"
"1821","Gm43480"
"1822","5033417F24Rik"
"1823","Hist2h2be"
"1824","Gm12630"
"1825","4930426D05Rik"
"1826","Tmem110"
"1827","Rpl6l"
"1828","Tex40"
"1829","AC149057.2"
"1830","Alms1-ps2"
"1831","Hdgfrp2"
"1832","Gm12915"
"1833","Dhfr"
"1834","Gm12947"
"1835","Gm11518"
"1836","Gm25291"
"1837","Gm28818"
"1838","Gpr84"
"1839","Gm13156"
"1840","Gm4767"
"1841","Crct1"
"1842","Ighv1-53"
"1843","Nudt8"
"1844","Zfp84"
"1845","Gm26896"
"1846","Rslcan18"
"1847","Wdr60"
"1848","Rnf135"
"1849","Them7"
"1850","Gt(ROSA)26Sor"
"1851","Gm44935"
"1852","Arhgef4"
"1853","RP24-464B16.1"
"1854","Siah1b"
"1855","Zfp87"
"1856","Gm3716"
"1857","Zfp110"
"1858","Fgfr1op"
"1859","Gm8615"
"1860","Gm15016"
"1861","Gm44200"
"1862","1700001G17Rik"
"1863","Gm5150"
"1864","Zfp300"
"1865","Ighv1-64"
"1866","RP24-266E2.1"
"1867","Gm13212"
"1868","Gm16150"
"1869","Gm14414"
"1870","RP23-67F4.3"
"1871","Gm26804"
"1872","Gm15921"
"1873","Gm12609"
"1874","Gm4245"
"1875","Gm4459"
"1876","BC003331"
"1877","AI606181"
"1878","Klrb1b"
"1879","Halr1"
"1880","Gm38056"
"1881","Gm37285"
"1882","Gm7964"
"1883","Gm15535"
"1884","Scarna13"
"1885","Slfn1"
"1886","Taf1"
"1887","Zfp93"
"1888","Gm10819"
"1889","9430020K01Rik"
"1890","Gm379"
"1891","Ifi202b"
"1892","D8Ertd82e"
"1893","Gm43148"
"1894","Gm9843"
"1895","Ighv1-77"
"1896","Rps23-ps2"
"1897","2700046A07Rik"
"1898","3930402G23Rik"
"1899","C430002N11Rik"
"1900","1110004E09Rik"
"1901","Gm33973"
"1902","Smad9"
"1903","Pcdhb4"
"1904","Gm27421"
"1905","Pcdhb6"
"1906","Cntnap5b"
"1907","C030048H21Rik"
"1908","Myl12a"
"1909","Pcdhb12"
"1910","Gm43338"
"1911","Gm16580"
"1912","Zfp738"
"1913","Amd-ps3"
"1914","Gm13166"
"1915","2010107G23Rik"
"1916","RP24-267I21.3"
"1917","9530062K07Rik"
"1918","E130317F20Rik"
"1919","Gm37305"
"1920","Gm38345"
"1921","Gm3883"
"1922","Gm6658"
"1923","Snhg11"
"1924","Igf2os"
"1925","Gm20628"
"1926","AU020206"
"1927","Gm37131"
"1928","Gm10243"
"1929","Gm26825"
"1930","Ifit3"
"1931","Gm5884"
"1932","Gm45151"
"1933","Gm43634"
"1934","Gm37539"
"1935","2610507B11Rik"
"1936","Ifi27l2a"
"1937","2500004C02Rik"
"1938","Gm12715"
"1939","Gm44126"
"1940","Fam126b"
"1941","Gm9112"
"1942","C330007P06Rik"
"1943","Ighv1-52"
"1944","Zfp790"
"1945","Gm6277"
"1946","Dnajc19-ps"
"1947","Igkv8-18"
"1948","Gm15793"
"1949","Rpl31-ps8"
"1950","Oasl2"
"1951","Naip1"
"1952","A430046D13Rik"
"1953","C77370"
"1954","Ccl21c"
"1955","RP24-160I20.1"
"1956","Platr27"
"1957","Gm23887"
"1958","2510017J16Rik"
"1959","Gm44941"
"1960","Igkv3-10"
"1961","Gm5431"
"1962","Dgcr14"
"1963","Gm7897"
"1964","Rpph1"
"1965","Gm10044"
"1966","BC028471"
"1967","Gm44616"
"1968","Olfr558"
"1969","4930513N20Rik"
"1970","Gm16161"
"1971","Serf2"
"1972","Gm25821"
"1973","Pcdhb7"
"1974","Ly6f"
"1975","Gm44053"
"1976","Zfp324"
"1977","Gm15387"
"1978","Fam159a"
"1979","Hist1h2ag"
"1980","Camk2d"
"1981","Gm15931"
"1982","Gm43513"
"1983","Rpl17"
"1984","Gm5860"
"1985","F630028O10Rik"
"1986","4930562F07Rik"
"1987","Cdc5l"
"1988","2210418O10Rik"
"1989","H2afz"
"1990","1810032O08Rik"
"1991","RP23-194H4.3"
"1992","Tceal3"
"1993","Gm21149"
"1994","Igkv10-96"
"1995","Gbp9"
"1996","B630005N14Rik"
"1997","Gm26620"
"1998","Gm37034"
"1999","Gm16574"
"2000","Ccdc96"
"2001","Ighv1-54"
"2002","Mxra7"
"2003","Gm6206"
"2004","Gm9517"
"2005","Gm25135"
"2006","Gm27960"
"2007","Mfsd7c"
"2008","Smarce1-ps1"
"2009","Gm5457"
"2010","Gm6166"
"2011","2810006K23Rik"
"2012","4921531C22Rik"
"2013","Gm27631"
"2014","Prune"
"2015","Gm15440"
"2016","Hnrnpc"
"2017","Zfp874a"
"2018","0610009L18Rik"
"2019","Tunar"
"2020","Gm11423"
"2021","Gm43689"
"2022","Mllt4"
"2023","Gm16141"
"2024","Gm11427"
"2025","RP23-385G14.1"
"2026","Rpl23a-ps3"
"2027","1110018N20Rik"
"2028","Gm12788"
"2029","Gm13157"
"2030","1810014B01Rik"
"2031","Tsx"
"2032","Gm3724"
"2033","Gm37829"
"2034","A930004J17Rik"
"2035","Phb"
"2036","C1ra"
"2037","Gm4202"
"2038","Adprhl2"
"2039","Bnip3l-ps"
"2040","Gm21182"
"2041","Gm37123"
"2042","Stfa1"
"2043","CAAA01147332.1"
"2044","Gm28053"
"2045","RP24-235D23.7"
"2046","Dynlt1a"
"2047","1810043H04Rik"
"2048","Gm3912"
"2049","Gm7117"
"2050","Zfp442"
"2051","2010107G12Rik"
"2052","Gm43002"
"2053","Gm10169"
"2054","D2Wsu81e"
"2055","Rpl18-ps2"
"2056","4930516B21Rik"
"2057","1810011O10Rik"
"2058","RP23-480D17.3"
"2059","Snhg8"
"2060","Gm10605"
"2061","Gm10269"
"2062","D3Ertd254e"
"2063","Gm43511"
"2064","Gm2541"
"2065","2010300F17Rik"
"2066","Gm9703"
"2067","RP23-464B2.3"
"2068","1110008F13Rik"
"2069","Gm20426"
"2070","Cxcl1"
"2071","Gm6467"
"2072","Gm14418"
"2073","Fam65a"
"2074","Zfp109"
"2075","Gm5113"
"2076","Acaa1b"
"2077","Gm17334"
"2078","Gm11534"
"2079","Gvin1"
"2080","Gm12841"
"2081","Gm15760"
"2082","C330021F23Rik"
"2083","Sept11"
"2084","5430416O09Rik"
"2085","Zfp599"
"2086","Myc"
"2087","Gm12917"
"2088","Bglap"
"2089","H2-Q7"
"2090","Gm12671"
"2091","Xist"
"2092","Uckl1os"
"2093","Gm5148"
"2094","Fam25c"
"2095","2900009J06Rik"
"2096","Gm11870"
"2097","8430429K09Rik"
"2098","Gm21596"
"2099","Arxes2"
"2100","A430078I02Rik"
"2101","Ppp1r2"
"2102","Tmlhe"
"2103","Mfsd7b"
"2104","Gm44911"
"2105","Gm25394"
"2106","Pcdhb10"
"2107","4930570G19Rik"
"2108","Igkv15-103"
"2109","Mesdc1"
"2110","Mroh4"
"2111","Oraov1"
"2112","Gm44430"
"2113","St8sia3os"
"2114","Oas1a"
"2115","Gm21988"
"2116","Ifit3b"
"2117","Obfc1"
"2118","Gm10845"
"2119","Klk1b22"
"2120","Gm17970"
"2121","Gm10709"
"2122","B430203G13Rik"
"2123","Gm16485"
"2124","Gm7879"
"2125","2410006H16Rik"
"2126","Gm14306"
"2127","Gm9835"
"2128","Gm28289"
"2129","Gm44220"
"2130","Tceal5"
"2131","Gm15009"
"2132","Gm11841"
"2133","Gm42546"
"2134","Gm16379"
"2135","Pak7"
"2136","Gm22042"
"2137","Gm3739"
"2138","Gm29017"
"2139","4930502E18Rik"
"2140","Trim30b"
"2141","Gm44246"
"2142","Gm4604"
"2143","C030015A19Rik"
"2144","Gm561"
"2145","Kctd12b"
"2146","2700069I18Rik"
"2147","Hist1h2bl"
"2148","Igkv4-79"
"2149","Gm6736"
"2150","5830417I10Rik"
"2151","0610010F05Rik"
"2152","Gm4430"
"2153","Gm15690"
"2154","BC106179"
"2155","Cd300ld3"
"2156","Gm42528"
"2157","Gm29542"
"2158","Gm10167"
"2159","Hist1h2al"
"2160","Ikbkap"
"2161","Gm43587"
"2162","Gm44243"
"2163","Gm45074"
"2164","Rpl21-ps15"
"2165","C330011M18Rik"
"2166","Gm36840"
"2167","Gm17586"
"2168","Rnf138rt1"
"2169","Gm42940"
"2170","Gm6047"
"2171","Gm37303"
"2172","Gm15728"
"2173","Gm26652"
"2174","Scd1"
"2175","Gm20900"
"2176","Fam64a"
"2177","Gm15500"
"2178","Nup50"
"2179","Gm37309"
"2180","Gm21958"
"2181","A230087F16Rik"
"2182","2210008F06Rik"
"2183","Fip1l1"
"2184","Gm15751"
"2185","Gm10157"
"2186","2010109I03Rik"
"2187","Fam169b"
"2188","Gm3650"
"2189","Gm45148"
"2190","2810001G20Rik"
"2191","B230369F24Rik"
"2192","2700038G22Rik"
"2193","Gm17907"
"2194","Mb21d1"
"2195","Gm43150"
"2196","Gm42641"
"2197","Tmem27"
"2198","Cutal"
"2199","Gm22614"
"2200","RP23-359B23.11"
"2201","Gm14519"
"2202","RP24-354I16.2"
"2203","Gm7292"
"2204","Gm27533"
"2205","Gm16754"
"2206","9430091E24Rik"
"2207","Igkv4-74"
"2208","Pin1"
"2209","Gm42733"
"2210","Col22a1"
"2211","Gm12500"
"2212","1500015A07Rik"
"2213","Gm8013"
"2214","Mup9"
"2215","Gm28875"
"2216","Zfp799"
"2217","Ighv13-2"
"2218","Gm37818"
"2219","Gm12603"
"2220","Gm12929"
"2221","Ccdc155"
"2222","4930520O04Rik"
"2223","Gm13413"
"2224","Gm13054"
"2225","Gm20479"
"2226","Gm16793"
"2227","Gm26490"
"2228","Gm23119"
"2229","RP23-65B16.5"
"2230","Tes3-ps"
"2231","D130007C19Rik"
"2232","Gm16378"
"2233","Gm11636"
"2234","Gm1966"
"2235","Gm5812"
"2236","4833412K13Rik"
"2237","Gm44899"
"2238","C330006A16Rik"
"2239","G530011O06Rik"
"2240","Ighv14-4"
"2241","Rpl10-ps6"
"2242","Gm31749"
"2243","Gm38287"
"2244","Tdg-ps"
"2245","Gm37758"
"2246","Papd7"
"2247","Gm7120"
"2248","Mtag2"
"2249","Pyhin1"
"2250","RP24-120F8.1"
"2251","RP24-69E5.2"
"2252","Rpl31"
"2253","BC064078"
"2254","Gm28043"
"2255","Gm42706"
"2256","1810026B05Rik"
"2257","Msl3l2"
"2258","9330102E08Rik"
"2259","Gm16348"
"2260","Zfp235"
"2261","Chn1os3"
"2262","Capza1"
"2263","Gm42778"
"2264","Apela"
"2265","A930035D04Rik"
"2266","Rpl28-ps3"
"2267","Gm4285"
"2268","Pcna-ps2"
"2269","WI1-648A4.1"
"2270","Gm34653"
"2271","Gm43205"
"2272","Wbscr22"
"2273","Tomm5"
"2274","Gm28046"
"2275","Vamp7"
"2276","Gm13378"
"2277","B230217O12Rik"
"2278","3010003L21Rik"
"2279","Wbp5"
"2280","Gm14206"
"2281","9130019O22Rik"
"2282","Gm28933"
"2283","9030407P20Rik"
"2284","Gm42743"
"2285","Ighv5-17"
"2286","Ccdc183"
"2287","Dbpht2"
"2288","Gm3512"
"2289","Gm10406"
"2290","4933439J24Rik"
"2291","Cs"
"2292","Gm9157"
"2293","Gm4944"
"2294","Trac"
"2295","D430040D24Rik"
"2296","Gm684"
"2297","Gm9958"
"2298","RP24-77E13.10"
"2299","H3f3a-ps2"
"2300","Fbxl21"
"2301","Alg1"
"2302","Zfx"
"2303","9430016H08Rik"
"2304","Igkv4-80"
"2305","3222401L13Rik"
"2306","Gm24523"
"2307","Gkn3"
"2308","5033428I22Rik"
"2309","Rps15a-ps3"
"2310","Gm42566"
"2311","Vhl"
"2312","Prss23os"
"2313","Rnf170-ps"
"2314","A430105I19Rik"
"2315","Ighv1-30"
"2316","Gstm2-ps1"
"2317","Gm28496"
"2318","F630040K05Rik"
"2319","2900093K20Rik"
"2320","Fam205a2"
"2321","Fam205a4"
"2322","Gm10177"
"2323","Ptprv"
"2324","Gm13562"
"2325","Gm13199"
"2326","Smkr-ps"
"2327","Gm30414"
"2328","Gm44641"
"2329","Mfi2"
"2330","Cxx1a"
"2331","D730001G18Rik"
"2332","Adam5"
"2333","Gm10074"
"2334","4732487G21Rik"
"2335","Ighv1-69"
"2336","Gm8172"
"2337","9230102O04Rik"
"2338","Gm43097"
"2339","Gm6522"
"2340","Oacyl"
"2341","Ighv1-34"
"2342","Rpl13-ps6"
"2343","Gm5453"
"2344","Gm44321"
"2345","Mannr"
"2346","Gm43270"
"2347","Gm12454"
"2348","Pydc4"
"2349","Faddos"
"2350","Gm15561"
"2351","Acad12"
"2352","Gm37716"
"2353","Igkv12-41"
"2354","A730090N16Rik"
"2355","Rpl18-ps1"
"2356","Gm27000"
"2357","Gm16042"
"2358","Hist1h1e"
"2359","Gm15427"
"2360","Prosc"
"2361","Gm13127"
"2362","D130017N08Rik"
"2363","Rps12-ps26"
"2364","Gm14966"
"2365","Gm12744"
"2366","9130017K11Rik"
"2367","Gm16386"
"2368","RP23-184M4.4"
"2369","1600020E01Rik"
"2370","Grap"
"2371","Gm43071"
"2372","Gm15473"
"2373","Tmem28"
"2374","Fam96b"
"2375","Lyrm5"
"2376","Gm42890"
"2377","B330016D10Rik"
"2378","BC067074"
"2379","D730003I15Rik"
"2380","Gm5805"
"2381","1700056N10Rik"
"2382","Gm37660"
"2383","Gm10260"
"2384","BC052040"
"2385","Gm15834"
"2386","Nupl1"
"2387","E230025N22Rik"
"2388","Gm15574"
"2389","Trmt61b"
"2390","3110067C02Rik"
"2391","Hnf1aos1"
"2392","Gm26920"
"2393","Gm26642"
"2394","Gm9887"
"2395","Gm42578"
"2396","Col10a1"
"2397","Gm13450"
"2398","Gm43797"
"2399","Samd1"
"2400","4930589O11Rik"
"2401","Gm996"
"2402","Krtap17-1"
"2403","Ifit1"
"2404","2410004P03Rik"
"2405","Gm1826"
"2406","Arhgap11a"
"2407","Wdr20"
"2408","Rbpsuh-rs3"
"2409","A630023P12Rik"
"2410","Igkv2-112"
"2411","Gm42735"
"2412","Taco1os"
"2413","Gm14387"
"2414","Csnk2a1"
"2415","Gm20394"
"2416","Gm13421"
"2417","Catsperg1"
"2418","Med10"
"2419","Gm7162"
"2420","Ube2d-ps"
"2421","Zcchc6"
"2422","Gm17733"
"2423","Gm38039"
"2424","Gm43802"
"2425","Tmem206"
"2426","Cym"
"2427","Gm16589"
"2428","Aox4"
"2429","Hist1h4m"
"2430","Gm3448"
"2431","Tcp11x2"
"2432","Gm29394"
"2433","Fam19a4"
"2434","Gm10143"
"2435","Gm7160"
