"","c..Gm5637....Gm6024....Gm5385....Rpl9.ps6....Frg2f1....Gbp8..."
"4868","Olfr727"
"4869","Gm6802"
"4870","Gm11239"
"4871","Cd200r2"
"4872","Ofcc1"
"4873","Gm18181"
"4874","Gm49489"
"4875","Gm3320"
"4876","Gm8113"
"4877","Rpl38-ps1"
"4878","Olfr1417"
"4879","Gm10617"
"4880","Gm44420"
"4881","Gm3200"
"4882","Gm16106"
"4883","Gm10364"
"4884","Zfp40"
"4885","Olfr510"
"4886","Mif-ps3"
"4887","Gm11425"
"4888","Skint7"
"4889","Gm10653"
"4890","Gm6063"
"4891","Prss45"
"4892","Gm6055"
"4893","Gm8232"
"4894","Gm11801"
"4895","Gm12136"
"4896","Zfp458"
"4897","Gm14305"
"4898","Gm11966"
"4899","Gm17797"
"4900","Gm2691"
"4901","Gm7363"
"4902","Gm7411"
"4903","Gm47203"
"4904","Gm7353"
"4905","Olfr1328"
"4906","Gm45539"
"4907","Olfr1349"
"4908","Gm5975"
"4909","Gm49909"
"4910","Gm18850"
"4911","Gm29950"
"4912","Olfr1446"
"4913","1700018G05Rik"
"4914","Gm7380"
"4915","Gm2404"
"4916","Gm8355"
"4917","Olfr1419"
"4918","Gm13433"
"4919","Gm3633"
"4920","Gm5406"
"4921","Tsx"
"4922","Gm6129"
"4923","Olfr538"
"4924","Gm26570"
"4925","Mmgt2"
"4926","Crry-ps"
"4927","Gm11988"
"4928","Gm43392"
"4929","Gm16171"
"4930","Gm8539"
"4931","Gm12166"
"4932","Igkv5-43"
"4933","Psg17"
"4934","Gm26746"
"4935","Cd68"
"4936","Gad1-ps"
"4937","Gm44259"
"4938","Vmn2r19"
"4939","Gm33778"
"4940","Proc"
"4941","Gm3527"
"4942","Gm6679"
"4943","4921511C20Rik"
"4944","Gm3436"
"4945","Igkv14-126-1"
"4946","Gm7468"
"4947","Zfp866"
"4948","Gm2343"
"4949","Gm29141"
"4950","Sprr2g"
"4951","Acad10"
"4952","Gm29011"
"4953","Cd200r4"
"4954","Gm6560"
"4955","Cyp4f37"
"4956","Rhox3c"
"4957","Tlr13"
"4958","Gm20472"
"4959","Vmn1r200"
"4960","Gm8061"
"4961","Gm9634"
"4962","Gm11735"
"4963","Vmn1r50"
"4964","Vmn1r19"
"4965","Gm21698"
"4966","Zfp160"
"4967","Olfr1033"
"4968","Gm6736"
"4969","Gm13998"
"4970","Trim43a"
"4971","Gm11389"
"4972","Gm29216"
"4973","Ddx19b"
"4974","Olfr829"
"4975","Rhd"
"4976","Gm9761"
"4977","Gm16112"
"4978","Gm13614"
"4979","Vmn2r32"
"4980","Gm7664"
"4981","Vmn1r199"
"4982","Gm17205"
"4983","Olfr711"
"4984","Rpl13-ps2"
"4985","Gm47406"
"4986","Rpl31-ps2"
"4987","Gm5114"
"4988","Gm10042"
"4989","Gucy2g"
"4990","Gal3st2b"
"4991","H3f3a-ps1"
"4992","Zfp965"
"4993","Olfr916"
"4994","Nupl1"
"4995","Gm32256"
"4996","Gm8744"
"4997","Gm47289"
"4998","Olfr304"
"4999","Gm13755"
"5000","Gm10025"
"5001","Gm7773"
"5002","Gm7416"
"5003","Krt31"
"5004","Gm15659"
"5005","Gm13466"
"5006","C130073F10Rik"
"5007","Gm12385"
"5008","3110018I06Rik"
"5009","BC061237"
"5010","Idi2"
"5011","Gm9354"
"5012","Gm15696"
"5013","Klra8"
"5014","Them7"
"5015","Cyp3a63-ps"
"5016","Gm48937"
"5017","Gm8730"
"5018","Gm7816"
"5019","Gm17214"
"5020","Gm6641"
"5021","Gm16199"
"5022","Zfp457"
"5023","Vmn1r77"
"5024","Gm4873"
"5025","Gm5815"
"5026","Gm2467"
"5027","Gm18637"
"5028","Gm12586"
"5029","Gm8375"
"5030","Rabl2"
"5031","Gm15566"
"5032","Olfr721-ps1"
"5033","2610002M06Rik"
"5034","Gm13323"
"5035","Gm28539"
"5036","Zfp809"
"5037","H2-K1"
"5038","Gm7982"
"5039","Gm6330"
"5040","Rbm12b2"
"5041","Olfr1511"
"5042","Gm11619"
"5043","Nlrp1b"
"5044","3110067C02Rik"
"5045","Cyp4f17"
"5046","2410004P03Rik"
"5047","Ncf2-rs"
"5048","Gm43540"
"5049","Gm2614"
"5050","Gm9085"
"5051","Cfhr4"
"5052","Gm14111"
"5053","Gm19098"
"5054","Olfr816"
"5055","Lefty2"
"5056","Gm8844"
"5057","Car15"
"5058","Xlr4c"
"5059","Gm5745"
"5060","Gm48608"
"5061","Rps12-ps22"
"5062","Gm10323"
"5063","Gm3867"
"5064","Gm18985"
"5065","Olfr307"
"5066","Cyp4f13"
"5067","Gm7895"
"5068","6030498E09Rik"
"5069","Gm15426"
"5070","Gm47750"
"5071","Rps12l1"
"5072","Gm27156"
"5073","Msantd5"
"5074","Gm49834"
"5075","2210418O10Rik"
"5076","Gm8473"
"5077","Ctsm-ps"
"5078","Gm5171"
"5079","Vmn1r34"
"5080","Zfp978"
"5081","Gm11970"
"5082","Gm45735"
"5083","Cdc5l"
"5084","9630041A04Rik"
"5085","Cplx2"
"5086","Olfr1380"
"5087","Olfr482"
"5088","Dhrs7"
"5089","Akt2-ps"
"5090","Gpr150"
"5091","Zfp715"
"5092","Klrb1a"
"5093","Smok3b"
"5094","Gm31711"
"5095","Gm4750"
"5096","Gm37450"
"5097","Gm5460"
"5098","Hmgb1-ps7"
"5099","Nlrp4b"
"5100","Gm42573"
"5101","Gm16490"
"5102","Olfr1216"
"5103","Gm18190"
"5104","Gm5541"
"5105","Vmn1r57"
"5106","Gm45647"
"5107","Gm5124"
"5108","Gm47482"
"5109","H2bc11"
"5110","Gm12338"
"5111","Mptx1"
"5112","Gm12879"
"5113","Csprs"
"5114","Gm43459"
"5115","Gm8005"
"5116","Gm21040"
"5117","Cyp2c70"
"5118","Nudt8"
"5119","Afg3l1"
"5120","Gm18722"
"5121","Gm11191"
"5122","Gm14300"
"5123","Gm12933"
"5124","Vmn1r203"
"5125","Gm11824"
"5126","Lamp3"
"5127","Gm14173"
"5128","Bex6"
"5129","Olfr1431"
"5130","Vmn1r79"
"5131","Gm48455"
"5132","Gm15536"
"5133","Gm13338"
"5134","Cfhr1"
"5135","Gm4724"
"5136","Gm17031"
"5137","4932415M13Rik"
"5138","Pramel7"
"5139","Gm4217"
"5140","Trav6-5"
"5141","Gm5239"
"5142","B430306N03Rik"
"5143","Gm3365"
"5144","Gm3953"
"5145","Trav13n-4"
"5146","Olfr591"
"5147","Iqce"
"5148","Gm12094"
"5149","Vmn1r-ps50"
"5150","Ifitm6"
"5151","Zfp108"
"5152","Gm6061"
"5153","Gm3375"
"5154","Gm19366"
"5155","Gm3183"
"5156","Ifi213"
"5157","Smr2l"
"5158","Rhox2c"
"5159","Gm43629"
"5160","Doxl1"
"5161","Vmn2r-ps104"
"5162","Rpl31-ps20"
"5163","Cfc1"
"5164","Gm40466"
"5165","Gm45015"
"5166","Gm5357"
"5167","Gm20878"
"5168","AU018091"
"5169","Pisd-ps2"
"5170","Olfr784"
"5171","Prss40"
"5172","Gstp3"
"5173","Olfr1463"
"5174","Gm16332"
"5175","Gm17995"
"5176","Rpl31-ps7"
"5177","Ighv8-3"
"5178","Gm12922"
"5179","Olfr855"
"5180","Rps23rg1"
"5181","Gm20763"
"5182","Mrgprc4-ps"
"5183","Gm18813"
"5184","Gm3149"
"5185","Gm15937"
"5186","Gm2975"
"5187","Gm11450"
"5188","Rpsa-ps2"
"5189","Gm18180"
"5190","Gm7086"
"5191","Gm11478"
"5192","Gm18262"
"5193","Gm48208"
"5194","Gm48537"
"5195","Spata31d1a"
"5196","Lipo3"
"5197","Gm18593"
"5198","H4c6"
"5199","Gm2446"
"5200","Gm17184"
"5201","Gm13172"
"5202","Tpi-rs2"
"5203","Ocm"
"5204","Rhox3a"
"5205","Cts3"
"5206","Gm10154"
"5207","Olfr810"
"5208","Gm10709"
"5209","Gm7890"
"5210","Gm42715"
"5211","Ms4a19"
"5212","Gm48254"
"5213","Gm7986"
"5214","1700084J12Rik"
"5215","Gm45375"
"5216","Nxpe5"
"5217","Cypt3"
"5218","Gm6429"
"5219","Gm10250"
"5220","Vinac1"
"5221","Vmn2r42"
"5222","Gm10721"
"5223","Gm15928"
"5224","Gm15093"
"5225","Gm9409"
"5226","Klra2"
"5227","Clca3b"
"5228","Ifi206"
"5229","Gm16434"
"5230","Gm6676"
"5231","Gm15602"
"5232","Gm4760"
"5233","Olfr166"
"5234","Olfr366"
"5235","Fbxw28"
"5236","Rps24-ps2"
"5237","Gm10269"
"5238","Gm18738"
"5239","Hspd1"
"5240","Gm16147"
"5241","Gm15710"
"5242","Gm14861"
"5243","Rps11-ps3"
"5244","Dnajc19"
"5245","Gm8925"
"5246","ERCC-00074"
"5247","Gm20656"
"5248","Gm19353"
"5249","Olfr140"
"5250","Olfr237"
"5251","Gm48895"
"5252","Amd2"
"5253","Gm47618"
"5254","Abcg2"
"5255","Cyp2b9"
"5256","Olfr1115"
"5257","Gm7517"
"5258","Gm16260"
"5259","Gm29013"
"5260","Prokr1"
"5261","Gm20449"
"5262","B330016D10Rik"
"5263","Slc26a10"
"5264","Gm14464"
"5265","Sirpb1a"
"5266","Fth-ps2"
"5267","2010109A12Rik"
"5268","Olfr530"
"5269","Gm7046"
"5270","Gm7347"
"5271","Gm3150"
"5272","Cfap47"
"5273","Gm48248"
"5274","Cd300ld2"
"5275","Gm8719"
"5276","Gm48497"
"5277","Gm11971"
"5278","Gm49514"
"5279","Ighv1-36"
"5280","Gm15607"
"5281","Gm9520"
"5282","Olfr118"
"5283","Zfp968"
"5284","Gm10722"
"5285","Vmn1r73"
"5286","Gm6467"
"5287","Vmn2r37"
"5288","Chil4"
"5289","Vmn2r93"
"5290","Gm28439"
"5291","Gm3696"
"5292","Gm43655"
"5293","Gm3507"
"5294","Olfr137"
"5295","Rps8-ps2"
"5296","Gm14438"
"5297","Gm5564"
"5298","Gm6444"
"5299","Olfr299"
"5300","Gm11784"
"5301","Gm21614"
"5302","Gm21930"
"5303","Olfr1197"
"5304","Ndufb11"
"5305","Prss29"
"5306","Olfr33"
"5307","Adh1"
"5308","Olfr695"
"5309","Gm13232"
"5310","Cfhr3"
"5311","2610005L07Rik"
"5312","Alg1"
"5313","Dynap"
"5314","Zfp712"
"5315","Vmn1r78"
"5316","Gm45598"
"5317","Gm8750"
"5318","Gm11982"
"5319","Gm6452"
"5320","Gtpbp4-ps3"
"5321","Dupd1"
"5322","Vmn2r84"
"5323","Olfr1057"
"5324","7420426K07Rik"
"5325","Gm2308"
"5326","Trav22"
"5327","Eno1b"
"5328","Tmem196"
"5329","Gm20447"
"5330","Hmgb1-ps3"
"5331","Psg28"
"5332","Olfr1062"
"5333","Gsdmc4"
"5334","Upk3bl"
"5335","Gm46350"
"5336","Olfr1393"
"5337","Gm5555"
"5338","Gm6088"
"5339","Gm5311"
"5340","Pabpc1"
"5341","Gm10015"
"5342","Abcb1a"
"5343","Rpl7-ps8"
"5344","Gm9800"
"5345","Gm13736"
"5346","Gm45700"
"5347","Vmn2r129"
"5348","Gm45785"
"5349","Gm19195"
"5350","Igkv4-54"
"5351","Zfp640"
"5352","Gm47394"
"5353","Gm16326"
"5354","Gm18709"
"5355","Gm6884"
"5356","Trim43c"
"5357","Prpf38b"
"5358","Gm21798"
"5359","Rps11-ps2"
"5360","Gm7754"
"5361","Pcdhb5"
"5362","AW146154"
"5363","Vmn1r217"
"5364","Gm4815"
"5365","Zfp945"
"5366","Gm11444"
"5367","Gm7544"
"5368","Gm8924"
"5369","Aldh9a1"
"5370","Cd300a"
"5371","A930004D18Rik"
"5372","Gm29240"
"5373","Olfr1051"
"5374","Fam177a2"
"5375","Sprr2b"
"5376","Gm16459"
"5377","Olfr1201"
"5378","Vmn1r74"
"5379","Zfp874a"
"5380","Gm20430"
"5381","Zfp235"
"5382","Actb-ps1"
"5383","Gm13194"
"5384","Gm12874"
"5385","Tnfsfm13"
"5386","Zfp971"
"5387","Gm8454"
"5388","Gm5185"
"5389","Gm12696"
"5390","B020031M17Rik"
"5391","Gm7903"
"5392","Gm21963"
"5393","Zfp120"
"5394","Olfr787"
"5395","Nnt"
"5396","Gm12412"
"5397","Vamp9"
"5398","Gm9083"
"5399","Arf2"
"5400","Gm49537"
"5401","Ifi47"
"5402","Gm5141"
"5403","Trbv7"
"5404","Olfr1182"
"5405","Vmn2r-ps49"
"5406","Tpt1-ps3"
"5407","Cyp2c52-ps"
"5408","Olfr983"
"5409","Utp14b-ps1"
"5410","Rps19-ps11"
"5411","Zfp52"
"5412","Gm5362"
"5413","Gm8586"
"5414","Vmn1r189"
"5415","Rpl21-ps8"
"5416","Olfr1342"
"5417","Olfr655"
"5418","Gm7420"
"5419","Gm4737"
"5420","Phf11d"
"5421","Gm6166"
"5422","Larp7"
"5423","Defb13"
"5424","Olfr286"
"5425","Clca4c-ps"
"5426","Vmn2r-ps11"
"5427","Gm10355"
"5428","Gm43743"
"5429","Gm14356"
"5430","Olfr794"
"5431","Mptx2"
"5432","Gm14650"
"5433","Gm7119"
"5434","Trmt112-ps2"
"5435","Gm44640"
"5436","Rbpj-ps1"
"5437","Gm27038"
"5438","Gm5260"
"5439","Slco1a1"
"5440","Gm4918"
"5441","Gm12715"
"5442","Iscu"
"5443","Polr2j"
"5444","Gm20716"
"5445","Cyp2c65"
"5446","Gm27189"
"5447","Olfr1151"
"5448","Gm21886"
"5449","Taf7l"
"5450","Gm10319"
"5451","Gm17187"
"5452","Gm9252"
"5453","Ighv1-33"
"5454","Prl7d1"
"5455","Gm11372"
"5456","Gm16374"
"5457","Gm14115"
"5458","Slc22a26"
"5459","Gm42522"
"5460","Gm5622"
"5461","Gm29739"
"5462","Kif28"
"5463","Trav7d-6"
"5464","Usp32"
"5465","Gm8802"
"5466","Gm44180"
"5467","Ccl21a"
"5468","Igkv18-36"
"5469","Serpinb9f"
"5470","Gm37616"
"5471","Olfr155"
"5472","Mup7"
"5473","Setmar"
"5474","Gm10401"
"5475","Ccdc96"
"5476","Gm48875"
"5477","Gm19035"
"5478","Ppp2r3d"
"5479","Gm13104"
"5480","Pramel6"
"5481","Gm44603"
"5482","Vmn2r-ps69"
"5483","Gm47192"
"5484","Gm7384"
"5485","Cd55"
"5486","Glt28d2"
"5487","Gm8317"
"5488","Gm9670"
"5489","Gm46524"
"5490","Ighv6-4"
"5491","Tdgf1"
"5492","Mfap1a"
"5493","9130409I23Rik"
"5494","Zfp953"
"5495","Tdpoz8"
"5496","Gm47942"
"5497","Gm10291"
"5498","Gm5935"
"5499","Cntnap5a"
"5500","Gm49520"
"5501","Vmn1r82"
"5502","Eif2s3y"
"5503","H2ac13"
"5504","Gm7240"
"5505","Gm45085"
"5506","Gm13916"
"5507","Nat8b-ps"
"5508","Mif-ps9"
"5509","Gm13304"
"5510","Gm43659"
"5511","Gm16221"
"5512","Gm5851"
"5513","Prss43"
"5514","Zfp943"
"5515","Gm16301"
"5516","Prdx6"
"5517","Gm2907"
"5518","Gm4889"
"5519","H4c14"
"5520","Gm7336"
"5521","Gm6764"
"5522","Cyp2b19"
"5523","Gm33022"
"5524","Krt87"
"5525","Gm21026"
"5526","Serpinb9g"
"5527","Gm7896"
"5528","Vnn3"
"5529","Cwc22"
"5530","Gm8529"
"5531","Gm17067"
"5532","C1s1"
"5533","Naip1"
"5534","Gm6085"
"5535","Trav6n-6"
"5536","Gtf2h2"
"5537","Gm13726"
"5538","Gm4356"
"5539","Golt1a"
"5540","Vpreb1"
"5541","Olfr297"
"5542","Rpl31-ps18"
"5543","Gm9585"
"5544","Olfr463"
"5545","Gm4797"
"5546","Gm9391"
"5547","Gm9400"
"5548","Gm8784"
"5549","Gm47217"
"5550","Rpl29-ps5"
"5551","Ces1f"
"5552","Gm44823"
"5553","Gm48674"
"5554","Ly6g6g"
"5555","Gm29668"
"5556","Cyp3a13"
"5557","Gm7274"
"5558","Gm18635"
"5559","Pira2"
"5560","Rpl23a-ps5"
"5561","Zfp708"
"5562","Gm9280"
"5563","Gm13268"
"5564","Ly6c1"
"5565","Olfr427"
"5566","Gm4734"
"5567","Gm12346"
"5568","H2ac24"
"5569","Skint1"
"5570","Gm6503"
"5571","2700097O09Rik"
"5572","Ighv3-5"
"5573","Gm9791"
"5574","Gm18259"
"5575","Zfp986"
"5576","Gm5560"
"5577","Gm15795"
"5578","Gtpbp4-ps6"
"5579","Gm6428"
"5580","Zfp998"
"5581","Gm8087"
"5582","Gm48365"
"5583","Gm6847"
"5584","H2-Eb2"
"5585","Gm7281"
"5586","Nudc-ps1"
"5587","Gm13033"
"5588","Gm21032"
"5589","Gm29793"
"5590","Gm6150"
"5591","9330161L09Rik"
"5592","Gm21811"
"5593","Gm21056"
"5594","Gm17212"
"5595","Gm15914"
"5596","Bmyc"
"5597","H1f9"
"5598","Gm1972"
"5599","Gm2237"
"5600","Gm19176"
"5601","Supt4b"
"5602","Gm20287"
"5603","Gm2619"
"5604","Gm13039"
"5605","Trim30e-ps1"
"5606","Gm49960"
"5607","Gm20498"
"5608","Gm2398"
"5609","Gm5130"
"5610","4933427I04Rik"
"5611","Gm5779"
"5612","Cd209g"
"5613","Gm6397"
"5614","Gm9098"
"5615","ERCC-00096"
"5616","Gm12719"
"5617","Gm13302"
"5618","Olfr1341"
"5619","Gm29730"
"5620","Gm49177"
"5621","Gm14863"
"5622","Vmn2r30"
"5623","Vmn1r56"
"5624","Gm28635"
"5625","Vmn1r206"
"5626","Gm16219"
"5627","Dppa1"
"5628","Gm2310"
"5629","Gm12789"
"5630","Psg18"
"5631","Gm19326"
"5632","Cd200r1"
"5633","Gm17879"
"5634","Gm3637"
"5635","Ifi27l2a"
"5636","Gm49837"
"5637","Olfr1281"
"5638","Olfr406"
"5639","Mthfs"
"5640","Krt14"
"5641","Gm10925"
"5642","Gm9821"
"5643","Nat2"
"5644","Gm48270"
"5645","Gm7181"
"5646","Tmem254a"
"5647","Gm48810"
"5648","Gm11956"
"5649","Arxes1"
"5650","Gm9249"
"5651","Gm33882"
"5652","Olfr959"
"5653","Gm7599"
"5654","Olfr18"
"5655","Mif-ps1"
"5656","Olfr173"
"5657","Csta3"
"5658","Ces1h"
"5659","Gm13876"
"5660","Gm6548"
"5661","Gm11251"
"5662","Pramel14"
"5663","Gm49398"
"5664","Rpl7a-ps3"
"5665","Olfr544"
"5666","Gm11414"
"5667","Gm17655"
"5668","Ces1c"
"5669","Gm42451"
"5670","Gm43704"
"5671","Gm10600"
"5672","AAdacl4fm3"
"5673","Olfr190"
"5674","Gm18142"
"5675","Lgals7"
"5676","Gm48385"
"5677","Gm18206"
"5678","Gm16232"
"5679","Fga"
"5680","Btf3"
"5681","Gm12029"
"5682","Olfr113"
"5683","Gm33543"
"5684","Zfp850"
"5685","Gm12849"
"5686","Mettl7a1"
"5687","Obp1b"
"5688","Gm15550"
"5689","Gm13081"
"5690","4931428L18Rik"
"5691","Gstm6"
"5692","Olfr739"
"5693","Cdc14b"
"5694","Gm8100"
"5695","Gm43308"
"5696","Gm21312"
"5697","Gm20765"
"5698","Olfr1477"
"5699","Vmn1r32"
"5700","Gm28053"
"5701","Gm15094"
"5702","Gm6345"
"5703","Rpl31-ps22"
"5704","Gm48128"
"5705","Vmn1r38"
"5706","Gm7837"
"5707","Olfr1"
"5708","Obox3-ps5"
"5709","Aldh3b3"
"5710","Eif1ad10"
"5711","Gm5080"
"5712","Clec2e"
"5713","4930444G20Rik"
"5714","Gm6916"
"5715","Gm1335"
"5716","Vmn1r183"
"5717","Olfr295"
"5718","Olfr371"
"5719","Gm49941"
"5720","Gm49110"
"5721","Olfr488"
"5722","Mroh4"
"5723","Zcchc18"
"5724","4930512M02Rik"
"5725","Gm9267"
"5726","Gm6851"
"5727","Cox8c"
"5728","Gm2716"
"5729","Gm21761"
"5730","Zfp941"
"5731","Gvin-ps6"
"5732","Gm13167"
"5733","Gm7882"
"5734","Gm8696"
"5735","Gm5735"
"5736","Ubl5"
"5737","Gm7666"
"5738","Slc2a4rg-ps"
"5739","H2ac12"
"5740","Tpte"
"5741","Gm5452"
"5742","Serpina1f"
"5743","Gm12151"
"5744","Gm3077"
"5745","Fbxw22"
"5746","Gm15428"
"5747","Calr4"
"5748","Gm28036"
"5749","Nat8f3"
"5750","Gm8163"
"5751","Gm7047"
"5752","Ly6e-ps1"
"5753","Gm46387"
"5754","Olfr433"
"5755","Gm21680"
"5756","Llph-ps1"
"5757","Olfr68"
"5758","Gm12376"
"5759","Gm12226"
"5760","Speer5-ps1"
"5761","Gm10222"
"5762","E130114P18Rik"
"5763","Vmn2r-ps84"
"5764","Psg21"
"5765","Sbp"
"5766","Gm18982"
"5767","Gm34391"
"5768","Gm5778"
"5769","A730071L15Rik"
"5770","Gm8659"
"5771","Olfr1173"
"5772","Gm17824"
"5773","Spr-ps1"
"5774","9930022D16Rik"
"5775","Gm12568"
"5776","Gm5583"
"5777","Tcl1b5"
"5778","Gm3695"
"5779","Gm17541"
"5780","Gm8870"
"5781","Gm13329"
"5782","Olfr911-ps1"
"5783","Gm2830"
"5784","Gm19001"
"5785","Ltc4s"
"5786","Gm6689"
"5787","Gm5787"
"5788","Olfr774"
"5789","Olfr452"
"5790","Gm5069"
"5791","Rhox3a2"
"5792","Gtpbp4-ps7"
"5793","Olfr586"
"5794","Gm14842"
"5795","Olfr1286"
"5796","Gm8512"
"5797","Gm13579"
"5798","Gm47377"
"5799","Gm15126"
"5800","Pga5"
"5801","Gm15913"
"5802","Gm3072"
"5803","Gm12046"
"5804","Cyp3a61-ps1"
"5805","Gm5340"
"5806","Rpl31-ps12"
"5807","Gm13123"
"5808","Olfr1318"
"5809","Gm10358"
"5810","Gm6425"
"5811","4930515G13Rik"
"5812","Gm16204"
"5813","C030005K15Rik"
"5814","Vmn1r51"
"5815","Eif1ad7"
"5816","Cyp4f16"
"5817","Dnah7b"
"5818","Gm2539"
"5819","Dynlt2a2"
"5820","Klk1b7-ps"
"5821","Gm17669"
"5822","Cops9"
"5823","Mx2"
"5824","Olfr67"
"5825","6820431F20Rik"
"5826","Gm8334"
"5827","Gm20537"
"5828","Gm36996"
"5829","Efcab15"
"5830","Snhg11"
"5831","Cs"
"5832","Gm14938"
"5833","4930518I15Rik"
"5834","Gm36298"
"5835","Olfr1406"
"5836","Gm7961"
"5837","Gm16016"
"5838","H3c6"
"5839","Gm49861"
"5840","Gm45523"
"5841","Zfp616"
"5842","Traj46"
"5843","Gm16179"
"5844","Rps10-ps2"
"5845","A830005F24Rik"
"5846","Gm8419"
"5847","Ifit1bl2"
"5848","Mug2"
"5849","Gapdh-ps14"
"5850","Taf9-ps"
"5851","Gm5042"
"5852","Gm47178"
"5853","Gm13864"
"5854","Gm11199"
"5855","Gm11869"
"5856","Gm6710"
"5857","Gm11954"
"5858","Prl2c3"
"5859","Gm21559"
"5860","Gm14797"
"5861","Khdc1c"
"5862","Gm16546"
"5863","F830045P16Rik"
"5864","Rps19-ps7"
"5865","Spata31d1d"
"5866","Gm7542"
"5867","Gm12417"
"5868","Gm5134"
"5869","Ighv1-19"
"5870","Ccdc166"
"5871","Olfr684"
"5872","Gm5451"
"5873","Ahsa2"
"5874","5830417I10Rik"
"5875","Ighv1-25"
"5876","Gm43456"
"5877","Tmsb15b2"
"5878","Gm14884"
"5879","Smarca5-ps"
"5880","Sprr2d"
"5881","Acad12"
"5882","Gm13127"
"5883","Rps15a-ps1"
"5884","Gm18944"
"5885","Gm29228"
"5886","Gm15783"
"5887","Zfp871"
"5888","Glipr1l1"
"5889","Ifitm2"
"5890","Vmn2r100"
"5891","Gm13878"
"5892","Gm5676"
"5893","Gm44902"
"5894","Olfr355"
"5895","Gm9742"
"5896","Gm6461"
"5897","Gm42828"
"5898","Spin2g"
"5899","Gm13285"
"5900","Gm9102"
"5901","Gm10282"
"5902","Gm20702"
"5903","Olfr314"
"5904","Gm10362"
"5905","Gm48513"
"5906","Olfr954"
"5907","Gm19624"
"5908","Gm5921"
"5909","Gm14220"
"5910","Gm28477"
"5911","Gm26620"
"5912","Rpl21-ps7"
"5913","Gm11516"
"5914","Gm9644"
"5915","Gm17783"
"5916","Gm6852"
"5917","Gm18867"
"5918","Gm17850"
"5919","1810018F18Rik"
"5920","Gm43058"
"5921","Tex19.2"
"5922","Gm8494"
"5923","Gm44075"
"5924","Gm19078"
"5925","Olfr575"
"5926","Atp5l-ps2"
"5927","Csnk2a1-ps4"
"5928","Gm17430"
"5929","Gm6621"
"5930","Tmem41a"
"5931","Rimbp3"
"5932","Olfr91"
"5933","Spin2d"
"5934","Gm29705"
"5935","Gm43772"
"5936","Obox5"
"5937","Gm9104"
"5938","Gm49141"
"5939","Gm18776"
"5940","Tprgl-ps1"
"5941","Cyp2d34"
"5942","Gm10029"
"5943","Trav13-5"
"5944","Mcts2"
"5945","Gm47864"
"5946","Gm29288"
"5947","Gm8125"
"5948","Gm14365"
"5949","H2-M2"
"5950","Gm5049"
"5951","Gm4935"
"5952","Gm17983"
"5953","Gm48515"
"5954","Gm37308"
"5955","Ighv5-10"
"5956","Gm8362"
"5957","Gm8637"
"5958","Khdc1a"
"5959","Gm43710"
"5960","Gm18640"
"5961","Gm8159"
"5962","Gm4981"
"5963","Rps2-ps2"
"5964","Gm49910"
"5965","Gm10109"
"5966","Vmn2r-ps16"
"5967","U90926"
"5968","Gm12882"
"5969","Gm12242"
"5970","Olfr643"
"5971","Gmfg-ps"
"5972","Olfr847"
"5973","Mug-ps1"
"5974","Rpl15-ps6"
"5975","Ms4a6b"
"5976","Olfr987"
"5977","Gm46542"
"5978","Gm13724"
"5979","Btf3-ps18"
"5980","Gm14295"
"5981","Rpl39-ps"
"5982","Olfr713"
"5983","Gm37025"
"5984","H60c"
"5985","Gm7951"
"5986","Gm4660"
"5987","Gm14357"
"5988","Myh2"
"5989","Gm6418"
"5990","Gm5177"
"5991","Gm49770"
"5992","Fcna"
"5993","Gm15529"
"5994","Zfp84"
"5995","Lyz2"
"5996","Vmn2r72"
"5997","Olfr1093"
"5998","Zfp748"
"5999","Esp16"
"6000","Gm48078"
"6001","Krtap5-4"
"6002","Gm30232"
"6003","Zfp729b"
"6004","Gm49538"
"6005","Gm18531"
"6006","Gm47364"
"6007","Gm42666"
"6008","Eif3c"
"6009","Gm26980"
"6010","Gm29257"
"6011","Gm20390"
"6012","Nlrp4d"
"6013","Gm29517"
"6014","Scd2"
"6015","Gm8121"
"6016","Dsg1c"
"6017","Vmn1r52"
"6018","Gm45855"
"6019","Trp53rka"
"6020","Gm20605"
"6021","Olfr239"
"6022","Gm17509"
"6023","Psenen-ps"
"6024","Gm19891"
"6025","Gm3027"
"6026","Gm45674"
"6027","H2-D1"
"6028","Anp32a"
"6029","Gm9830"
"6030","Gm8096"
"6031","Ubl5b"
"6032","Ubl5c"
"6033","Gm2645"
"6034","Olfr1404"
"6035","Pzp"
"6036","Gm5652"
"6037","Gm18622"
"6038","Gm10343"
"6039","Zfp660"
"6040","Gm5370"
"6041","Gm11281"
"6042","Gm4806"
"6043","2010315B03Rik"
"6044","Rps15a-ps2"
"6045","Gm4701"
"6046","Gm7936"
"6047","Gm49329"
"6048","Sap18"
"6049","Gm45315"
"6050","Gm4725"
"6051","Gm6652"
"6052","Sprr2a3"
"6053","Gm12294"
"6054","Gm5764"
"6055","Zfp931"
"6056","Gm5885"
"6057","Gm6443"
"6058","Gm13223"
"6059","Gm3327"
"6060","Defa-ps14"
"6061","Gm15921"
"6062","H2bc4"
"6063","Gm5070"
"6064","Gm6311"
"6065","Gm13751"
"6066","Gm5010"
"6067","Gm8353"
"6068","Tas2r115"
"6069","Gm4165"
"6070","H2al1e"
"6071","Nlrp4a"
"6072","Gm34379"
"6073","Gm14048"
"6074","Gm6293"
"6075","Kcnb2"
