genes,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Hoxd8,47.01908235,3.092139819,0.965000887,3.204287021,0.001353974,0.111968628
Ndp,20.46038348,4.061758525,1.269393277,3.199763698,0.001375403,0.111968628
Mpst,89.35542282,3.908153332,1.221972211,3.198234212,0.001382719,0.111968628
Gm15197,22.68921338,4.690042008,1.467530753,3.195873068,0.001394084,0.111968628
Btk,66.8765542,2.952228996,0.923965383,3.195172729,0.001397472,0.111968628
Sars2,49.52819588,2.066436691,0.646865148,3.194540157,0.001400538,0.111968628
Sdhb,18.79889083,4.093349114,1.281505751,3.194171473,0.001402328,0.111968628
Adora2a,15.2568181,-4.638727246,1.453421466,-3.19159126,0.001414914,0.111968628
Slc36a2,90.41598899,-5.068395982,1.589030996,-3.189614296,0.001424628,0.111968628
Chrnb3,50.91782639,-3.146177952,0.98685604,-3.188081974,0.001432199,0.111968628
Tmem114,209.3774369,-3.343639352,1.048925577,-3.187680256,0.00143419,0.111968628
Gm9706,40.53522122,-3.851066266,1.209559362,-3.18385884,0.001453259,0.112730017
Clcn4,55.11239715,2.12693763,0.669672644,3.176085583,0.001492769,0.115057314
Septin4,9.073931144,-5.079167892,1.60139433,-3.17171592,0.001515412,NA
Echdc2,78.99884713,2.851161507,0.900707781,3.165467833,0.001548338,0.118585037
Dnajc18,58.725281,2.504580641,0.792875674,3.158856707,0.001583893,0.12054525
1110065P20Rik,108.8001918,3.554568745,1.126626075,3.155056344,0.001604671,0.121363283
P4hb,298.5535081,3.545059309,1.124262922,3.153229763,0.001614747,0.12136676
Hsd3b3,116.6085795,-4.28979194,1.361288972,-3.151272087,0.00162561,0.121429036
Sspn,43.0764667,2.245282035,0.71394719,3.144885316,0.001661519,0.122102829
Socs1,84.98225506,3.37988809,1.074770791,3.144752461,0.001662274,0.122102829
Fgf20,42.75772733,-5.238897076,1.666161936,-3.144290458,0.001664901,0.122102829
Fah,252.4159026,3.20523231,1.020260931,3.141580957,0.001680383,0.122495905
Dnttip1,14.97789996,3.823533826,1.220810114,3.131964408,0.001736409,NA
Gm7502,20.58556597,-3.634163407,1.161704697,-3.128302242,0.001758193,0.126765419
Lyn,31.44473521,-2.709370855,0.866168183,-3.127996282,0.001760024,0.126765419
Copa,59.63886101,2.807184091,0.897933497,3.126271713,0.001770379,0.126765419
Pik3r2,29.56846731,3.455290699,1.106183579,3.123614168,0.001786445,0.12716339
Ddx39b,139.9506456,3.727017046,1.195644559,3.117161382,0.001826016,0.129219986
Fbxo42,44.73950215,3.498437532,1.123415569,3.114108108,0.001845019,0.129227772
Clba1,73.42095639,3.951356538,1.269017126,3.113714115,0.001847484,0.129227772
Snrnp25,50.40386494,4.544013928,1.464710054,3.102329991,0.001920038,0.133530917
Sacs,39.49935993,-3.106583303,1.001979053,-3.100447353,0.001932286,0.133614789
Mien1,32.82424789,5.889730138,1.901744143,3.097015,0.0019548,0.133977157
Olfr481,56.53620694,-1.905125959,0.615295626,-3.096277427,0.001959669,0.133977157
Dpm2,111.5581203,5.620164859,1.816965473,3.093159965,0.001980374,0.134019404
Abhd11,70.05760405,3.82419772,1.236556079,3.092619723,0.001983982,0.134019404
Pramel42,136.7667921,3.575854561,1.15678632,3.091197138,0.001993512,0.134019404
Spast,198.5980449,-2.599800419,0.844045761,-3.080165247,0.002068858,0.137720556
Slc25a19,22.64660556,-2.843546748,0.923286473,-3.079809824,0.002071328,0.137720556
Rtn4rl1,17.94290904,-3.85312341,1.25225368,-3.076951158,0.002091296,0.138288353
Zfp367,85.40654452,4.377409344,1.424076553,3.073858167,0.002113099,0.13897069
Rnf222,53.11317281,-3.24182219,1.055374786,-3.07172602,0.00212825,0.139210539
Unk,25.73546559,3.262610863,1.063584235,3.067562263,0.002158125,0.140405754
Slc25a53,64.026755,2.569535429,0.838591285,3.064109388,0.002183191,0.140925616
Hif1an,22.61130456,2.478261946,0.809027969,3.063258676,0.002189407,0.140925616
Pdgfrb,31.63167624,-3.928192419,1.28536183,-3.056098546,0.002242375,0.143430579
Tm2d2,189.9181745,-3.520126807,1.15240439,-3.054593369,0.002253659,0.143430579
Lrp4,192.3514725,2.336565475,0.765275235,3.053235448,0.002263882,0.143430579
Irgq,384.3142604,2.955923582,0.969630762,3.048504334,0.002299836,0.144371717
Gm44505,52.10624178,4.614144356,1.513755544,3.048143654,0.002302598,0.144371717
Foxj2,92.08730388,2.462318392,0.813153641,3.028109655,0.002460888,0.152832043
Ppm1a,272.9586293,-1.945385412,0.642491796,-3.02787588,0.002462792,0.152832043
Irf3,240.6565547,2.603408425,0.860893428,3.024077477,0.002493926,0.153974459
Txlng,55.32675682,-3.266447309,1.082807174,-3.016647272,0.00255587,0.15628769
Sdc4,116.1752141,2.536754582,0.840963265,3.016486792,0.002557224,0.15628769
Plk2,117.6060272,-4.071072844,1.350329866,-3.014872844,0.00257087,0.156332157
Fntb,94.67668045,1.921177993,0.637980296,3.011343776,0.002600942,0.157157852
Tle2,45.80382658,3.77398007,1.253714479,3.010238879,0.002610423,0.157157852
Nrf1,203.1759992,1.936448499,0.644568197,3.00425697,0.002662304,0.158345524
Arl4d,38.50191857,-4.362546411,1.452435768,-3.003607118,0.002667996,0.158345524
Cmtr1,40.30276167,4.888332628,1.62819704,3.002297946,0.002679498,0.158345524
Fis1,637.7881958,2.903146123,0.967084187,3.001958011,0.002682492,0.158345524
Pkp1,6.676429881,4.507711751,1.501867405,3.001404608,0.002687372,NA
Mcoln2,10.80298968,4.842941872,1.613908587,3.00075352,0.002693125,NA
Ngef,47.61925444,4.522572823,1.508233172,2.998589943,0.002712321,0.1593291
Nxph3,72.9623649,2.426034163,0.812853565,2.984589436,0.002839592,0.165563934
Rps16-ps2,113.5582816,4.492857773,1.505690343,2.983918833,0.002845823,0.165563934
Ncoa7,66.32422506,2.308086282,0.774355597,2.980654225,0.002876334,0.166339835
Grhl2,235.4575946,-2.048869377,0.687832248,-2.978734106,0.002894418,0.166339835
Rif1,78.3124165,-2.593123529,0.871040368,-2.977041736,0.002910444,0.166339835
Arfgef2,20.88078053,2.52220238,0.847653626,2.975510635,0.002925012,0.166339835
Rps6kl1,54.98558803,3.256603357,1.09597455,2.971422427,0.002964237,0.166339835
Zfp212,38.0394797,3.556931351,1.197497349,2.970304155,0.00297505,0.166339835
Cic,62.35837211,3.584325111,1.206724414,2.970293025,0.002975158,0.166339835
Prkdc,24.81323438,2.982612414,1.004259257,2.969962579,0.00297836,0.166339835
Exoc3,121.4629826,2.683879238,0.904329364,2.967811669,0.00299928,0.166339835
Slc6a4,28.2817218,-3.308497029,1.115657366,-2.965513543,0.00302178,0.166339835
Slit2,91.42889807,-1.821621132,0.614338947,-2.965172795,0.00302513,0.166339835
Ptrh2,39.75474737,2.398218222,0.809018616,2.964354804,0.003033183,0.166339835
Rhbdf1,131.9556385,3.448885611,1.163638326,2.963881073,0.003037857,0.166339835
Manbal,43.1145016,4.620073048,1.560093811,2.961407201,0.003062368,0.166775657
Nubp1,38.03517394,4.788235958,1.6180979,2.959175683,0.003084632,0.166775657
Lime1,84.64367654,8.818988054,2.980472275,2.95892303,0.003087162,0.166775657
Nkain2,11.96200753,-4.796771313,1.624140426,-2.953421536,0.003142725,NA
Nbdy,99.35905303,2.451554399,0.830934612,2.950357782,0.003174061,0.169542363
Ceacam3,39.83964363,-3.860491179,1.308745788,-2.949763976,0.003180168,0.169542363
Tmub1,117.2130161,3.353298839,1.137543811,2.947841485,0.003200011,0.169542363
Lama4,243.5354877,-1.831455494,0.62145022,-2.947067093,0.003208036,0.169542363
Tmprss13,144.2358439,2.981598827,1.011730334,2.947029191,0.003208429,0.169542363
Tprn,72.45854489,5.069422212,1.723274885,2.941737419,0.003263765,0.171716634
Cttn,113.8533978,-1.863138733,0.63402772,-2.938576145,0.003297237,0.172726663
Mrs2,56.79536231,3.670443367,1.250470259,2.935250432,0.003332786,0.173836387
Nat14,65.02682415,4.78625052,1.632145038,2.932490929,0.003362547,0.174531092
Tgfbi,50.36195616,-2.16897328,0.739957772,-2.931212244,0.00337642,0.174531092
Wbp2,127.9117611,2.301595865,0.785694382,2.929378036,0.003396411,0.174531092
Rasip1,41.22910609,3.040730491,1.038270896,2.92864849,0.003404392,0.174531092
Ecrg4,78.50737671,3.659023338,1.249927601,2.927388222,0.003418219,0.174531092
Klf14,175.2632371,-3.635706635,1.242710305,-2.92562685,0.00343763,0.174784707
Ccser2,43.09542356,2.668220976,0.913818782,2.919857884,0.00350191,0.176949321
Vps16,59.02040111,4.098517599,1.403992493,2.919187688,0.003509449,0.176949321
Lama5,56.33858592,3.424509435,1.175502755,2.913229611,0.003577115,0.179612718
Uck1,14.38382425,4.759643572,1.634025051,2.912833905,0.003581651,NA
Brf1,61.36133911,3.158932635,1.086238084,2.908140197,0.003635853,0.180391148
Gm2531,15.76323652,-3.239418056,1.114866941,-2.905654421,0.00366486,0.180391148
Gm4353,27.99068446,3.095671584,1.065664476,2.904921441,0.003673453,0.180391148
Cul7,151.154831,2.709339721,0.933295338,2.902982164,0.003696277,0.180391148
Prr3,55.70037204,3.821674436,1.316728692,2.90240082,0.003703144,0.180391148
Zmat5,18.21961417,2.758560587,0.951012038,2.900657907,0.003723802,0.180391148
Srsf3-ps,108.1855297,-3.14479014,1.084439505,-2.899922149,0.003732554,0.180391148
Med20,90.9981394,-2.431103494,0.838601986,-2.898995631,0.003743601,0.180391148
Zfp13,115.9708468,2.309059851,0.796523636,2.898921947,0.003744481,0.180391148
Trmt9b,41.42063743,-3.782949036,1.305754643,-2.897136193,0.003765862,0.180391148
Arl6ip1,153.4137223,2.236649892,0.772086087,2.89689185,0.003768797,0.180391148
Zfp777,43.21977255,3.052017178,1.053630808,2.896666607,0.003771503,0.180391148
Slc52a3,118.7913789,-2.767570785,0.956311519,-2.894005489,0.003803615,0.18090372
Ppp1r3b,35.01454804,-2.529342465,0.874222889,-2.893246672,0.003812817,0.18090372
Rpl18a-ps1,39.57954566,-4.066798695,1.406187245,-2.8920748,0.003827068,0.18090372
Emilin2,14.09934394,-4.703055813,1.627052964,-2.890536398,0.00384585,NA
Olfr1263,28.68565861,3.072760988,1.064108699,2.887638257,0.00388146,0.182507217
Cfdp1,166.8142699,3.812128359,1.320513307,2.886853421,0.003891155,0.182507217
Jun,36.46534675,3.303937532,1.14519327,2.885047981,0.00391354,0.182848452
Stxbp5l,89.29628126,-4.616713167,1.604181082,-2.877925204,0.004003,0.186308875
Dda1,14.49775817,5.139207419,1.786054091,2.87740861,0.00400956,NA
Tfip11,143.7160903,3.932902938,1.368132346,2.874650942,0.004044744,0.187530442
Zc3h15,85.52286057,2.180665121,0.759238508,2.872174024,0.004076584,0.188285283
Pih1d2,17.07316746,3.094920301,1.078080735,2.87076858,0.004094752,0.188323041
Mllt1,60.65716419,3.050782747,1.063724753,2.868018949,0.004130508,0.188323041
Ada,57.31906921,4.415205003,1.539937531,2.867132538,0.004142095,0.188323041
Abhd12,254.1254096,2.751437789,0.960573737,2.86436916,0.004178407,0.188323041
Cenpn,26.73214734,-2.909478203,1.016474497,-2.862322874,0.004205482,0.188323041
Rab37,66.19202833,2.152757988,0.752160971,2.862097438,0.004208475,0.188323041
Nol8,58.92330361,-2.600672629,0.909028653,-2.860935815,0.004223926,0.188323041
Fbxo15,34.11932364,-2.787841408,0.974497858,-2.860797881,0.004225764,0.188323041
Rnf112,81.13660977,3.792886077,1.325975757,2.860449036,0.004230415,0.188323041
Sc5d,763.6381424,-2.235698704,0.781643607,-2.860253297,0.004233028,0.188323041
Pramel4,10.99206036,-2.686146518,0.9398172,-2.858158499,0.004261075,NA
Endod1,172.4894455,3.638745754,1.273429533,2.857437856,0.004270763,0.189305851
Crybg1,14.35988986,5.334776313,1.869886229,2.852995135,0.004330928,NA
Sesn2,25.60987512,3.114663462,1.092442056,2.851101753,0.004356802,0.192414842
Efna5,114.4839722,2.586050143,0.908046934,2.847925638,0.004400521,0.193638906
Pnmal2,231.4993247,3.272854774,1.150768354,2.84406046,0.004454259,0.195293457
Rnf227,29.22454601,3.666951988,1.290211148,2.842133238,0.004481276,0.195768664
Pmp22,157.7421177,-2.102851767,0.741365875,-2.836456112,0.004561725,0.197353319
ERCC-00113,51.74419662,-8.613591166,3.037154688,-2.836072591,0.004567206,0.197353319
Arhgap44,210.0081717,3.011249056,1.062001436,2.835447254,0.004576157,0.197353319
Retsat,28.37890272,-2.995611458,1.057329936,-2.833185136,0.004608669,0.197353319
Gm8291,33.43881716,-5.076987958,1.79223805,-2.832764296,0.00461474,0.197353319
Arpc5l,65.0786048,2.420618679,0.854521471,2.832718382,0.004615403,0.197353319
Ric3,136.9002274,-2.709765474,0.956987171,-2.831558831,0.004632171,0.197372898
Gm11599,49.91861567,4.508954656,1.593406155,2.829758528,0.004658315,0.197413426
Chchd5,106.3331421,2.231633757,0.789080869,2.828143281,0.004681885,0.197413426
